id,date,departureTime,arrivalTime,flightNumber,from_code,from,to_code,to,availableSeats,distance,hours,minutes,price
552,2021/9/6,1632,1903,190,VVI,Santa Cruz,RBV,Ramata,200,888,16,35,195.49
553,2021/11/12,1632,1824,3695,IDP,Independence,TKF,Truckee,200,719,16,35,89.58
554,2021/8/10,1634,1913,69,AYP,Ayacucho,TJB,Tanjung Balai Karimun,200,1605,16,26,41.67
555,2021/8/23,1635,1830,162,PPB,President Prudente,ZFA,Faro,200,404,16,30,116.66
556,2021/6/29,1636,1747,1176,LBG,Paris,IAD,Washington,200,200,16,39,138.96
557,2021/11/18,1637,1858,3321,BGR,Bangor,TUR,Tucurui,200,1029,15,45,89.19
558,2021/7/23,1639,1815,4580,NAN,Nandi,SCO,Aktau,200,725,15,17,14.61
559,2021/6/4,1640,1859,4540,PZE,Penzance,SDV,Tel-aviv,200,502,16,40,94.03
560,2021/7/5,1641,1746,1790,SPG,St. Petersburg,TOO,San Vito De Jaba,200,187,16,50,58.44
561,2021/11/20,1642,1944,1587,MZW,Mecheria,AOR,Alor Setar,200,1068,16,10,184.76
562,2021/8/16,1645,1832,4336,RAR,Avarua,WAG,Wanganui,200,445,16,39,145.97
563,2021/8/28,1649,1937,4705,PSX,Palacios,IXL,Leh,200,746,16,39,175.37
564,2021/5/12,1650,2009,985,LIT,Little Rock,ZQW,Zweibruecken,200,1010,16,15,30.89
565,2021/9/11,1651,2000,185,NKC,Nouakschott,PPK,Petropavlosk,200,2446,16,50,179.39
566,2021/10/5,1652,2030,773,ORF,Norfolk,GOV,Gove,200,1389,16,40,45.33
567,2021/11/12,1653,2005,1807,DSN,Dongsheng,BMY,Waala,200,1076,17,0,46.6
568,2021/6/23,1654,1752,4539,KZR,Kutahya,HND,Tokyo,200,209,16,44,10.03
569,2021/12/7,1654,2020,706,TSL,Tamuin,GRQ,Groningen,200,1521,17,0,155.75
570,2021/11/4,1655,1804,3260,YEK,Eskimo Point,ZHI,Grenchen,200,143,16,21,52.44
571,2021/6/20,1655,1953,575,BAB,Marysville,RAR,Avarua,200,1747,17,0,174.87
572,2021/7/29,1655,2027,31,LOS,Lagos,SSN,Seoul East,200,2586,17,0,181.51
573,2021/12/5,1655,2025,413,PHD,New Philadelpha,HNL,Honolulu,200,2475,16,55,139.18
574,2021/5/8,1656,1941,257,PSP,Palm Springs,SFB,Sanford,200,2248,17,0,83.87
575,2021/8/15,1657,1921,2773,FPO,Freeport,UKG,Ust-Kuyga,200,872,16,50,59.82
576,2021/11/6,1657,1948,1609,TST,Trang,WBM,Wapenamanda,200,937,16,30,43.4
577,2021/12/25,1658,1808,4323,KYU,Koyukuk,BAT,Barretos,200,290,17,0,45.66
578,2021/11/16,1701,2026,695,OZZ,Ouarzazate,CNR,Chañaral,200,1521,17,10,185.3
579,2021/5/20,1701,1856,689,INN,Innsbruck,KDA,Kolda,200,733,17,0,197.53
580,2021/9/23,1702,2044,1259,BAZ,Barcelos,KTU,Kota,200,1416,17,0,115.78
581,2021/11/22,1705,2054,1905,HUF,Terre Haute,HME,Hassi Messaoud,200,1372,17,5,135.25
582,2021/11/27,1705,1924,1447,PIW,Pikwitonei,MEM,Memphis,200,544,17,10,133.57
583,2021/7/4,1707,1928,2121,TAF,Oran,CMN,Casablanca,200,746,17,5,192.23
584,2021/7/15,1707,2006,342,CPX,Culebra Island,SGI,Sargodha,200,2454,17,0,173.1
585,2021/11/13,1708,2037,1066,RUG,Rugao,BJV,Bodrum,200,1411,17,0,42.57
586,2021/11/22,1711,1820,4194,KNW,New Stuyahok,ORH,Worcester,200,266,16,50,178.25
587,2021/5/28,1711,1918,1085,HGL,Helgoland,ALM,Alamogordo,200,541,16,35,16.34
588,2021/8/30,1711,2005,369,SPY,San Pedro,SBR,Saibai Island,200,1035,16,0,34.02
589,2021/12/27,1712,1939,509,ALE,Alpine,RSL,Russell,200,1620,17,19,52.23
590,2021/7/16,1712,2042,635,GRK,Killeen,NME,Nightmute,200,1569,17,0,113.1
591,2021/5/5,1713,2006,15,CIY,Comiso,EPA,El Palomar,200,1069,17,0,194.23
592,2021/6/22,1714,1915,1351,MTR,Monteria,GUJ,Guaratingueta,200,740,17,20,152.2
593,2021/8/6,1716,1947,511,TKN,Tokunoshima,KYD,Lanyu,200,1620,17,30,123.15
594,2021/12/5,1716,2140,703,IFJ,Isafjordur,ITM,Osaka,200,1598,15,45,92.69
595,2021/6/4,1716,1902,1623,JGN,Jiayuguan,CWA,Wassau,200,719,17,9,65.57
596,2021/6/1,1717,1920,345,PGH,Nainital,ADU,Ardabil,200,733,17,20,86.76
597,2021/12/1,1718,2154,699,COR,Cordoba,HGR,Hagerstown,200,1598,17,10,29.82
598,2021/6/22,1719,1908,4479,BES,Brest,MUN,Maturin,200,431,17,20,71.4
599,2021/5/22,1720,2121,513,DOD,Dodoma,OBU,Kobuk,200,2475,17,25,84.48
600,2021/10/14,1725,1929,449,CMR,Colmar,MXH,Moro,200,529,17,30,113.33
601,2021/9/8,1725,2045,1712,HMI,Hami,MKR,Meekatharra,200,1400,17,20,30.1
602,2021/8/23,1726,2054,543,LBL,Liberal,RRK,Rourkela,200,1089,17,30,74.03
603,2021/9/5,1726,2042,512,MIM,Merimbula,HEH,Heho,200,2586,17,29,185.03
604,2021/11/28,1727,2043,145,BXU,Butuan,SCF,Scottsdale,200,2446,17,25,130.01
605,2021/12/17,1728,2004,3843,MRY,Monterey,CIX,Chiclayo,200,642,16,0,119.53
606,2021/12/22,1729,2052,1284,LLU,Alluitsup Paa,JIM,Jimma,200,2565,17,18,174.29
607,2021/12/16,1730,2013,623,SKK,Shaktoolik,PYH,Puerto Ayacucho,200,762,17,30,24.99
608,2021/6/22,1730,2126,179,FAN,Farsund,AKF,Kufra,200,2153,17,30,47.69
609,2021/11/13,1730,2039,1715,FHU,Fort Huachuca,CHN,Jhunju,200,2402,17,29,123.05
610,2021/7/29,1732,2028,4092,DRV,DHARAVANDHOO,SVI,San Vincente De Caguan,200,533,16,30,98.18
611,2021/10/27,1736,2047,139,PEV,Pécs-Pogány,CIO,Conception,200,1074,16,40,160.36
612,2021/12/16,1738,2030,547,MRO,Masterton,KTD,Kitadaito,200,1023,17,45,110.16
613,2021/12/22,1739,1956,2331,KLJ,Klaipeda,LRH,La Rochelle,200,502,17,45,58.38
614,2021/12/20,1739,2051,1339,PNQ,Pune,KRO,Kurgan,200,2454,17,40,83.13
615,2021/5/22,1740,2102,2139,KUH,Kushiro,TRF,Sandefjord,200,1096,16,30,135.34
616,2021/10/10,1740,2158,4413,CFN,Dongloe,JGD,Jiagedaqi District,200,1147,17,45,72.1
617,2021/8/15,1742,2028,1585,KIR,Kerry,BLV,Belleville,200,950,17,46,179.71
618,2021/10/23,1743,1925,3651,KKJ,Kitakyushu,FAF,Fort Eustis,200,427,16,15,81.6
619,2021/11/1,1744,2043,527,BIX,Biloxi,KAU,Kauhava,200,937,17,50,82.05
620,2021/12/17,1744,2052,163,EKI,Elkhart,MMK,Murmansk,200,1005,17,20,26.24
621,2021/12/17,1744,2055,1935,PBN,Porto Amboim,ZNF,Hanau,200,1010,17,45,22.55
622,2021/5/12,1744,1925,128,KCK,Kirensk,LBF,North Platte,200,725,17,45,116.1
623,2021/5/5,1745,1943,1307,PSG,Petersburg,JEE,Jeremie,200,228,17,49,183.96
624,2021/6/12,1750,2109,535,KDT,Nakhon Pathom,FBK,Fort Wainwright,200,2475,17,50,81.25
625,2021/9/6,1751,2044,9,XUZ,Xuzhou,RIX,Riga,200,944,17,45,54.92
626,2021/7/15,1751,2015,3384,VHC,Saurimo,SCZ,Santa Cruz/Graciosa Bay/Luova,200,711,17,45,106.69
627,2021/11/11,1753,2058,391,KRI,Kikori,PMR,Palmerston North,200,950,17,45,123.14
628,2021/10/26,1756,2036,376,AKJ,Asahikawa,YLT,Alert,200,937,17,25,136.46
629,2021/5/19,1757,1904,4373,FRS,Flores,PVH,Porto Velho,200,199,17,3,130.58
630,2021/11/26,1757,2027,1047,WAI,Antsohihy,LPK,Lipetsk,200,762,17,59,17.47
631,2021/12/2,1758,1905,1016,PTP,Pointe-a-pitre,NSH,Noshahr,200,187,18,0,84.81
632,2021/9/1,1758,2105,989,TKG,Bandar Lampung-Sumatra Island,CTN,Cooktown,200,1069,18,0,151.52
633,2021/11/2,1758,2020,1676,YIH,Yichang,KWI,Kuwait,200,719,17,49,79.0
634,2021/11/23,1759,1957,4581,HTI,Hamilton Island,TRE,Tiree,200,463,17,59,94.87
635,2021/9/22,1800,1945,1111,RFS,Rosita,MIV,Millville,200,427,18,0,151.99
636,2021/5/26,1800,1951,1053,HXD,Haixi,MDC,Manado,200,404,18,0,72.82
637,2021/11/12,1802,1930,1006,PSJ,Poso,VNS,Varanasi,200,292,18,5,93.58
638,2021/8/12,1802,2125,1165,FBK,Fort Wainwright,IDP,Independence,200,2454,18,1,195.43
639,2021/7/20,1803,2011,4382,MGS,Mangaia Island,TIX,Titusville,200,488,17,26,61.71
640,2021/11/8,1803,2008,4622,GJT,Grand Junction,RZA,Santa Cruz,200,764,16,20,46.17
641,2021/7/4,1803,2021,373,PYR,Andravida,SMR,Santa Marta,200,541,18,0,182.52
642,2021/5/1,1805,2117,1152,YXC,Cranbrook,RWL,Rawlins,200,2434,17,57,85.62
643,2021/6/7,1806,2002,4484,ALI,Alice,EJA,Barrancabermeja,200,764,18,10,101.46
644,2021/11/23,1807,2251,1228,GCH,Gachsaran,SBK,St.-brieuc Armor,200,2425,17,38,31.35
645,2021/9/19,1808,2111,7,MZK,Marakei,YTR,Trenton,200,2402,18,15,146.42
646,2021/10/20,1809,2117,217,LBU,Labuan,MBJ,Montego Bay,200,2465,18,10,74.47
647,2021/10/6,1811,2132,618,PNS,Pensacola,PBD,Porbandar,200,1372,17,59,25.4
648,2021/12/4,1814,2051,4202,XPK,Pukatawagan,DIN,Dienbienphu,200,872,17,0,143.8
649,2021/6/3,1814,2122,173,LWY,Lawas,LSQ,Los Angeles,200,2569,18,15,53.05
650,2021/9/26,1815,2120,4417,YHN,Hornepayne,GOH,Godthaab,200,1134,13,25,19.23
651,2021/10/7,1815,1928,731,LEA,Learmonth,TKT,Tak,200,185,18,5,97.04
652,2021/8/30,1816,2013,4626,KGC,Kingscote,SNS,Salinas,200,479,18,5,122.16
653,2021/11/29,1816,2101,638,NNT,Nan,PIF,Pingtung,200,2227,18,0,184.91
654,2021/5/22,1817,2008,353,MEN,Mende,CKG,Chongqing,200,733,18,20,66.96
655,2021/10/27,1820,2216,119,DAC,Dhaka,DCY,Daocheng,200,2454,18,20,185.83
656,2021/8/30,1823,2036,924,LYA,Luoyang,KER,Kerman,200,1029,18,30,172.79
657,2021/6/6,1824,2203,269,ZFD,Fond-Du-Lac,SNN,Shannon,200,2422,18,30,72.09
658,2021/12/18,1825,2056,3286,CUC,Cucuta,TLC,Toluca,200,509,18,29,112.69
659,2021/11/2,1825,2046,1973,MFG,Muzaffarabad,MXS,Savaii Island,200,529,18,29,157.59
660,2021/12/13,1826,2132,1611,HKG,Hong Kong,RMK,Renmark,200,1096,18,10,122.17
661,2021/8/12,1826,2154,1643,LIM,Lima,LCC,Lecce,200,2422,18,30,144.11
662,2021/12/7,1827,2105,1139,JAV,Ilulissat,YSU,Summerside,200,1605,18,29,100.94
663,2021/12/23,1828,2023,4334,ENT,Eniwetok Atoll,LSF,Fort Benning,200,419,18,5,92.97
664,2021/7/28,1830,2131,1684,MEO,Manteo,EKB,Ekibastuz,200,1023,18,29,166.21
665,2021/6/3,1832,1948,4326,VRN,Villafranca,LVM,Livingston-Montana,200,284,18,23,61.95
666,2021/5/28,1832,2059,3830,OUD,Oujda,RKS,Rock Springs,200,636,18,35,32.84
667,2021/8/3,1832,2144,1075,KPC,Port Clarence,XME,Maubeuge,200,2434,18,28,58.85
668,2021/11/24,1834,2027,3730,YXH,Medicine Hat,LUM,Luxi,200,719,18,40,140.99
669,2021/8/22,1834,2014,668,MZO,Manzanillo,HLE,Longwood,200,733,18,0,72.93
670,2021/12/2,1836,2107,4179,LLE,Malalane,BUP,Bhatinda,200,569,17,26,57.53
671,2021/6/18,1840,2022,130,JED,Jeddah,CJN,Nusawiru,200,301,18,36,166.2
672,2021/5/16,1840,2055,4517,RAP,Rapid City,ZRJ,Round Lake,200,444,18,45,102.61
673,2021/7/16,1840,2223,389,KKJ,Kitakyushu,SYD,Sydney,200,2586,18,45,174.78
674,2021/12/28,1842,1958,4633,UTN,Upington,KNX,Kununurra,200,266,14,22,53.97
675,2021/12/14,1842,2144,1292,PHL,Philadelphia,EYW,Key West,200,1065,18,29,87.76
676,2021/9/30,1843,2052,2019,PVA,Providencia,CAJ,Canaima,200,888,18,50,140.6
677,2021/5/1,1843,1955,904,BVG,Berlevag,SNV,Santa Ana De Uairen,200,187,18,45,77.27
678,2021/9/20,1843,2339,329,BCN,Barcelona,BSC,Bahia Solano,200,1598,18,35,57.87
679,2021/11/14,1846,2147,785,INW,Winslow,GBK,Gbangbatok,200,1389,17,45,88.88
680,2021/9/23,1846,2336,1613,PBR,Puerto Barrios,GUM,Agana,200,1598,18,55,131.47
681,2021/12/15,1848,2238,177,MCW,Mason City,MKE,Milwaukee,200,2586,17,45,137.43
682,2021/8/12,1849,2131,645,BBL,Ballera,IXD,Allahabad,200,762,19,0,60.85
683,2021/5/21,1850,2007,5714,CTU,Chengdu,TTE,Ternate,200,228,19,0,141.21
684,2021/7/26,1850,2142,3364,BDM,Bandirma,HAS,Hail,200,1182,18,50,41.04
685,2021/9/14,1850,2249,29,PVG,Shanghai,EDO,Balikesir Korfez,200,2586,18,50,45.96
686,2021/6/7,1853,2004,2187,LJU,Ljubljana,NME,Nightmute,200,214,19,0,113.17
687,2021/9/11,1854,2055,4674,UAS,Samburu South,CAC,Cascavel,200,419,18,30,66.31
688,2021/5/9,1855,2140,947,BNN,Bronnoysund,ICK,Nieuw Nickerie,200,762,18,59,153.55
689,2021/8/4,1855,2203,1128,TBF,Tabiteuea North,BBD,Brady,200,1416,18,48,41.69
690,2021/11/21,1856,2212,181,WBW,Wilkes-Barre,KXF,Koro Island,200,2475,16,45,191.86
691,2021/11/6,1856,2133,155,ARD,Alor Island,RVE,Saravena,200,944,18,59,13.08
692,2021/10/12,1856,2142,951,KAT,Kaitaia,KSN,Kostanay,200,760,18,55,111.86
693,2021/9/19,1858,2034,2944,AKY,Sittwe,PMS,Palmyra,200,738,19,0,73.13
694,2021/10/5,1859,2012,4131,RDB,Red Dog,SYP,Santiago,200,277,19,0,43.12
695,2021/5/24,1859,2151,1967,NAN,Nandi,TFL,Teofilo Otoni,200,1089,19,0,32.12
696,2021/11/25,1900,2212,91,PIZ,Point Lay,VGA,Vijayawada,200,2576,18,45,32.81
697,2021/12/9,1904,2139,2159,KOW,Ganzhou,ION,Impfondo,200,944,19,5,29.13
698,2021/12/20,1904,2157,1444,IGU,Foz Do Iguacu,THO,Thorshofn,200,997,19,5,49.7
699,2021/9/16,1905,2311,853,KZI,Kozani,EGS,Egilsstadir,200,2586,19,0,15.25
700,2021/9/12,1906,2211,2391,YGV,Havre-Saint-Pierre,HNY,Hengyang,200,1005,19,15,52.2
701,2021/12/8,1909,2239,87,UAP,Ua Pou,SOZ,Solenzara,200,1990,19,12,192.76
702,2021/9/13,1909,2212,1629,AVL,Asheville,LLU,Alluitsup Paa,200,2248,19,10,68.11
703,2021/10/1,1910,2126,3807,PLH,Plymouth,STX,St. Croix Island,200,748,19,9,30.54
704,2021/11/20,1910,2126,3359,JSY,Syros Island,SSI,Brunswick,200,740,19,10,21.22
705,2021/11/15,1910,2118,1491,CUA,Ciudad Constitución,RBA,Rabat,200,544,18,55,173.72
706,2021/9/18,1911,2050,4569,GGS,Gobernador Gregores,NEL,Lakehurst,200,431,19,10,163.8
707,2021/11/10,1912,2200,1485,TEN,Tongren,PML,Cold Bay,200,950,19,15,174.05
708,2021/6/29,1912,2242,927,KLX,Kalamata,SWX,Shakawe,200,2133,19,8,109.43
709,2021/5/10,1915,2238,6,CCH,Chile Chico,MAD,Madrid,200,1990,19,20,117.17
710,2021/9/20,1915,2242,1606,JAD,Perth,MLY,Manley Hot Springs,200,2565,19,4,67.8
711,2021/5/9,1916,2053,359,LAR,Laramie,TGJ,Tiga,200,733,19,20,119.4
712,2021/5/25,1919,2125,3267,LMA,Lake Minchumina,YWK,Wabush,200,529,19,0,84.41
713,2021/11/9,1921,2315,541,CCC,Cunagua,OWB,Owensboro,200,2153,19,20,91.87
714,2021/12/23,1923,2139,4125,NYT,Naypyidaw,YIC,Yichun,200,605,18,37,190.15
715,2021/8/22,1923,2239,171,SAB,Saba,NAO,Nanchong,200,2521,18,59,148.48
716,2021/5/8,1925,2037,5742,PNC,Ponca City,MEQ,Nagan Raya,200,229,19,30,99.69
717,2021/7/28,1925,2259,87,QNV,Nova Iguacu,GEC,Geçitkale,200,2475,19,0,34.22
718,2021/12/29,1926,2258,2075,SDT,Saidu Sharif,PEE,Perm,200,1372,19,10,194.46
719,2021/9/8,1928,2117,4261,RZS,Sindh,CJM,Chumphon,200,427,19,30,55.24
720,2021/6/9,1929,3,1071,ASA,Assab,OLA,Orland,200,1585,19,20,141.02
721,2021/6/8,1930,2233,503,JMS,Jamestown,WBG,Schleswig,200,2446,17,45,76.14
722,2021/5/2,1934,2126,4255,PVH,Porto Velho,TXK,Texarkana,200,765,17,25,190.12
723,2021/12/23,1935,2223,4085,YMA,Mayo,CGH,Sao Paulo,200,1134,19,30,189.5
724,2021/9/6,1937,2250,21,KWZ,Kolwezi,JRO,Kilimanjaro,200,2475,19,5,78.05
725,2021/6/5,1938,2109,4300,HDM,Hamadan,LXR,Luxor,200,277,17,3,83.42
726,2021/9/24,1939,29,3325,PPL,Phaplu,AHU,Al Hociema,200,1391,18,40,72.28
727,2021/12/18,1939,2238,1787,TJB,Tanjung Balai Karimun,JOT,Joliet,200,1005,19,40,127.36
728,2021/8/17,1940,2033,698,GKL,Great Keppel Island,CUN,Cancun,200,200,19,5,20.2
729,2021/5/15,1941,2231,381,GMB,Gambella,HRT,Linton-on-ouse,200,1076,19,40,163.29
730,2021/8/7,1942,2124,4410,CAY,Cayenne,CVJ,Cuernavaca,200,213,17,5,158.6
731,2021/7/1,1945,2247,3361,KOQ,Koethen,TRN,Torino,200,828,19,40,16.43
732,2021/7/20,1946,2148,4532,ZQN,Queenstown International,BAG,Baguio,200,628,19,30,159.32
733,2021/7/19,1949,2237,711,NQU,Nuquí,BHX,Birmingham,200,2248,18,59,182.14
734,2021/5/28,1952,2358,4333,BOA,Boma,VRC,Virac,200,1215,19,30,37.77
735,2021/5/16,1952,2314,415,YSR,Nanisivik,YTS,Timmins,200,2475,20,0,33.32
736,2021/11/9,1952,2257,1416,JNZ,Jinzhou,MHC,Castro,200,2402,19,30,22.28
737,2021/5/15,1955,2145,3409,SHX,Shageluk,SUR,Summer Beaver,200,340,20,0,140.84
738,2021/9/15,1957,2100,4091,PDV,Plovdiv,GAY,Gaya,200,184,20,5,42.12
739,2021/10/23,1957,2307,645,EMP,Kempten,CCS,Caracas,200,2586,19,45,107.5
740,2021/12/28,1957,2321,299,GEX,Geelong,KVX,Kirov,200,1372,20,0,52.25
741,2021/9/20,1959,2331,1181,TUL,Tulsa,LSP,Paraguana,200,1587,19,30,66.23
742,2021/9/12,1959,2310,1233,LTK,Latakia,PBG,Plattsburgh,200,1400,20,0,86.39
743,2021/10/22,2000,2255,4361,EAU,Eau Claire,NSO,Scone,200,631,19,30,59.94
744,2021/11/13,2000,2054,3664,ZQW,Zweibruecken,QPS,Piracununga,200,94,20,0,41.11
745,2021/8/22,2002,2306,1709,MNJ,Mananjary,MUW,Ghriss,200,1096,19,55,78.77
746,2021/8/11,2003,2302,1680,YZP,Sandspit,MEK,Meknes,200,1085,20,0,102.27
747,2021/8/23,2006,2230,4644,COS,Colorado Springs,CDC,Cedar City,200,708,16,30,37.23
748,2021/7/3,2006,2132,1271,BRQ,Brno,JAI,Jaipur,200,733,20,0,32.58
749,2021/6/23,2008,2223,4649,MYT,Myitkyina,SZV,Suzhou,200,1020,18,55,83.87
750,2021/7/16,2008,2206,4555,KGS,Kos,COS,Colorado Springs,200,479,20,15,130.52
751,2021/9/7,2009,2145,4440,LHG,Lightning Ridge,YOS,Owen Sound,200,319,18,8,186.1
752,2021/9/14,2012,2154,1204,MUB,Maun,SDD,Lubango,200,404,20,16,126.75
753,2021/11/26,2013,2120,1762,PFJ,Patreksfjordur,NZY,San Diego,200,187,20,15,114.14
754,2021/8/23,2015,2149,3320,VEE,Venetie,BOS,Boston,200,301,20,5,30.48
755,2021/10/21,2016,NA,4204,LIQ,Lisala,CLN,Carolina,200,1325,19,30,173.09
756,2021/9/5,2016,2215,3783,SXE,Sale,BJM,Bujumbura,200,483,19,40,91.55
757,2021/7/12,2017,2223,3899,OKO,Yokota,WNP,Naga,200,425,19,35,177.32
758,2021/5/3,2017,2318,47,FNL,Fort Collins,QSA,Sabadell,200,1069,20,15,22.88
759,2021/5/10,2018,2314,1299,BLT,Blackwater,BQK,Brunswick,200,1068,20,20,100.34
760,2021/10/10,2020,2148,354,YXC,Cranbrook,VCV,Victorville,200,397,20,30,81.77
761,2021/6/4,2021,2351,1069,BFW,Sidi Bel Abbes,YOP,Rainbow Lake,200,1521,20,25,36.93
762,2021/8/8,2023,2240,3352,BAG,Baguio,RZA,Santa Cruz,200,589,19,45,14.94
763,2021/9/12,2024,2328,359,MMY,Miyako,KMG,Kunming,200,2465,18,35,174.16
764,2021/12/8,2025,2334,1318,HCJ,Hechi,ULN,Ulan Bator,200,1069,20,30,109.36
765,2021/11/7,2025,2358,1615,VNS,Varanasi,YIN,Yining,200,1504,20,28,64.21
766,2021/6/30,2026,2157,4224,FCB,Ficksburg,VSE,Viseu,200,725,20,4,71.49
767,2021/6/30,2026,2319,39,MLE,Male,GWY,Galway,200,1028,19,30,121.54
768,2021/12/13,2026,2205,195,CGJ,Kasompe,YSM,Fort Smith,200,711,19,55,75.17
769,2021/6/8,2030,2132,4660,FEZ,Fes,BIO,Bilbao,200,209,20,30,119.4
770,2021/9/9,2030,2150,371,YYJ,Victoria,BYT,Bantry,200,733,20,45,113.57
771,2021/12/1,2030,2354,629,TOW,Toledo,LAX,Los Angeles,200,1428,20,35,43.18
772,2021/12/15,2030,2308,115,BWK,Brac,NLH,Ninglang,200,1182,20,30,123.53
773,2021/8/2,2031,2344,834,YMJ,Moose Jaw,TVU,Matei,200,1400,20,30,61.76
774,2021/10/22,2033,2134,994,CNC,Coconut Island,JJU,Qaqortoq,200,200,20,34,70.06
775,2021/9/8,2035,2337,1482,BIK,Biak,SUI,Sukhumi,200,2454,20,30,121.16
776,2021/11/1,2037,2224,4356,YKG,Kangirsuk,BAF,Westfield,200,416,20,10,69.3
777,2021/6/23,2040,2317,619,GAF,Gafsa,KMH,Kuruman,200,828,20,40,107.94
778,2021/5/23,2046,2144,3357,PTJ,Portland,FOD,Fort Dodge,200,213,20,35,167.54
779,2021/11/27,2046,2328,926,JPR,Ji-Paraná,LPG,La Plata,200,937,20,50,198.81
780,2021/8/12,2050,2229,4423,MYI,Murray Island,HHP,Hong Kong,200,427,19,59,145.63
781,2021/6/28,2052,2349,165,KOJ,Kagoshima,USM,Ko Samui,200,2454,20,29,61.9
782,2021/9/8,2052,2357,147,KTM,Kathmandu,BLJ,Batna,200,1074,20,45,32.53
783,2021/12/26,2053,2254,4573,HUX,Huatulco,ARD,Alor Island,200,502,20,55,195.46
784,2021/9/11,2055,2350,380,MLI,Moline,MAT,Matadi,200,1023,21,0,167.29
785,2021/10/8,2056,2156,4170,MKW,Manokwari,SUG,Sangley Point,200,143,20,4,178.27
786,2021/9/28,2056,2210,4692,YFR,Fort Resolution,VHV,Verkhnevilyuysk,200,212,19,44,175.13
787,2021/6/13,2056,2337,399,TUV,Tucupita,CFR,Caen,200,950,21,0,69.28
788,2021/11/26,2056,2240,4507,ARU,Aracatuba,NUK,Nukutavake,200,431,21,0,185.7
789,2021/7/22,2057,2237,3744,NEG,Negril,RRS,Roros,200,719,21,0,188.74
790,2021/8/29,2058,2342,4088,RAE,Arar,CNQ,Corrientes,200,642,21,0,152.03
791,2021/8/18,2058,2235,946,KLG,Kalskag,YOS,Owen Sound,200,725,21,0,90.43
792,2021/12/5,2058,8,1241,PMS,Palmyra,ZAZ,Zaragoza,200,997,21,0,112.38
793,2021/8/12,2100,2307,4584,TMA,Tifton,PKY,Palangkaraya,200,544,21,0,53.94
794,2021/11/23,2101,2156,1020,SKP,Skopje,CUB,Columbia,200,187,20,50,147.33
795,2021/6/1,2102,146,1180,REU,Reus,YOD,Cold Lake,200,1608,21,8,77.87
796,2021/10/9,2103,2345,1668,PSE,Ponce,KAX,Kalbarri,200,2248,21,10,13.68
797,2021/7/20,2107,2354,677,COZ,Constanza,PNR,Pointe-noire,200,2475,20,40,55.07
798,2021/11/24,2108,25,1517,BHB,Bar Harbor,STP,St. Paul,200,2565,20,57,102.55
799,2021/6/2,2109,2351,529,YHO,Hopedale,CJN,Nusawiru,200,937,21,15,33.8
800,2021/12/20,2110,2340,4662,DMN,Deming,HLT,Hamilton,200,762,20,20,33.33
801,2021/12/19,2115,2240,4119,TRE,Tiree,KZS,Kastelorizo,200,277,21,10,22.63
802,2021/8/2,2115,2330,3347,XFN,Xiangfan,TNF,Toussous-le-noble,200,589,17,0,192.64
803,2021/5/4,2116,2202,4404,FLN,Florianopolis,VLP,Vila Rica,200,160,21,10,44.6
804,2021/7/8,2119,2358,4543,BOO,Bodo,FPO,Freeport,200,1017,19,30,83.73
805,2021/8/14,2120,16,383,TCS,Truth Or Consequences,BRK,Bourke,200,1076,21,30,71.86
806,2021/10/12,2121,6,227,LPI,Linkoeping,MLM,Morelia,200,937,20,40,130.3
807,2021/11/11,2122,2312,4660,LQM,Puerto Leguízamo,VLV,Valera,200,764,21,25,193.1
808,2021/6/10,2128,26,185,BSD,Baoshan,VAG,Varginha,200,2475,21,35,102.64
809,2021/8/8,2128,2243,4449,BMU,Bima,TUK,Turbat,200,213,21,25,67.16
810,2021/5/1,2129,2342,97,TGA,Tengah,ESF,Alexandria,200,1626,21,20,23.38
811,2021/7/27,2134,20,1106,SEH,Senggeh-Papua Island,CEM,Central,200,1065,20,45,185.42
812,2021/11/16,2136,25,515,BUA,Buka Island,IES,Riesa,200,1065,21,45,45.92
813,2021/7/19,2140,210,701,LYB,Little Cayman,CVN,Clovis,200,1598,21,35,198.49
814,2021/10/8,2157,43,43,MBG,Mobridge,JOH,Port Saint Johns,200,944,21,55,198.9
815,2021/7/26,2158,2254,4103,PAE,Everett,XMW,Montauban,200,169,22,0,115.67
816,2021/11/18,2205,46,1999,IQQ,Iquique,ERC,Erzincan,200,1085,17,20,190.03
817,2021/11/7,2209,58,35,IKL,Ikela,KIS,Kisumu,200,1028,21,45,54.93
818,2021/5/1,2209,2400,1109,KSH,Bakhtaran,DYG,Dayong,200,427,21,55,22.93
819,2021/5/7,2211,2339,104,RAB,Tokua,BYM,Bayamo,200,301,21,45,176.34
820,2021/11/7,2217,249,713,BAU,Bauru,SUP,Sumenep,200,1598,22,29,46.33
821,2021/7/22,2217,140,21,YLE,Whatì,HYV,Hyvinkaa,200,1005,21,30,189.86
822,2021/7/29,2221,2331,4462,JUV,Upernavik,TPH,Tonopah,200,282,20,0,156.24
823,2021/11/19,2224,2324,4206,WIR,Wairoa,BTZ,Bursa,200,284,22,0,152.08
824,2021/11/29,2229,149,11,ULZ,Uliastai,CFD,Bryan,200,1069,21,59,139.97
825,2021/10/4,2240,2340,608,BSB,Brasilia,SEP,Stephenville,200,273,22,45,12.3
826,2021/6/21,2250,2352,1018,MSZ,Mocamedes,RGS,Burgos,200,187,22,55,97.89
